ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\codecs.py:260(__init__)
1539,0.000,0.000,0.001,0.000,C:\Python39\lib\abc.py:117(__instancecheck__)
15/7,0.000,0.000,0.000,0.000,C:\Python39\lib\abc.py:121(__subclasscheck__)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\_bootlocale.py:11(getpreferredencoding)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\genericpath.py:16(exists)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\encodings\cp1252.py:22(decode)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\types.py:171(__get__)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\re.py:203(sub)
2,0.000,0.000,0.001,0.000,C:\Python39\lib\re.py:233(findall)
670,0.000,0.000,0.001,0.000,C:\Python39\lib\re.py:243(finditer)
674,0.000,0.000,0.001,0.000,C:\Python39\lib\re.py:289(_compile)
6,0.000,0.000,0.000,0.000,C:\Python39\lib\enum.py:358(__call__)
6,0.000,0.000,0.000,0.000,C:\Python39\lib\enum.py:670(__new__)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\enum.py:792(value)
7/3,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:71(_compile)
3,0.000,0.000,0.000,0.000,C:\Python39\lib\enum.py:977(__and__)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:276(_optimize_charset)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:249(_compile_charset)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:423(_simple)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:432(_generate_overlap_table)
4,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:453(_get_iscased)
3,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:461(_get_literal_prefix)
1,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:492(_get_charset_prefix)
3,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:536(_compile_info)
6,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:595(isstring)
3,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:598(_code)
3,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_compile.py:759(compile)
3,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_parse.py:76(__init__)
6,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_parse.py:81(groups)
7,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_parse.py:111(__init__)
15,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_parse.py:160(__len__)
29,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_parse.py:164(__getitem__)
2,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_parse.py:168(__setitem__)
7,0.000,0.000,0.000,0.000,C:\Python39\lib\sre_parse.py:172(append)
